"","Date","Time","Type","No.","1:F","1:Fm'","1:PAR","1:Y (II)","1:ETR","1:Fo'","1:ETR-F.","1:qP","1:qN","1:qL","1:NPQ","1:Y (NO)","1:Y (NPQ)","1:Fo","1:Fm","1:Fv/Fm","date","id","treatment","RLC_start","RLC_end","RLC","Respirometry","wet_weight_g","whole_anemone","Fv_Fm","note"
"625","24-05-26",15:53:37,"FO",513,"67",146,0,0.541,0,0,0.84,0,0,0,0,0,0,67,146,0.541,"26Apr2024","Control_4","Control",513,525,"complete","complete",1.05,"yes",0.541,"healthy"
"626","24-05-26",15:53:57,"F",514,"81",134,25,0.396,4.2,71,0.84,0.841,0.203,0.737,0.09,0.555,0.049,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","24-05-26",15:54:17,"F",515,"82",129,45,0.364,6.9,68,0.84,0.77,0.228,0.639,0.132,0.562,0.074,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","24-05-26",15:54:37,"F",516,"87",124,66,0.298,8.3,72,0.84,0.712,0.342,0.589,0.177,0.596,0.106,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","24-05-26",15:54:57,"F",517,"86",116,91,0.259,9.9,69,0.84,0.638,0.405,0.512,0.259,0.589,0.152,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","24-05-26",15:55:17,"F",518,"81",108,127,0.25,13.3,63,0.84,0.6,0.43,0.467,0.352,0.555,0.195,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","24-05-26",15:55:37,"F",519,"97",118,192,0.178,14.4,73,0.84,0.467,0.43,0.351,0.237,0.664,0.158,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","24-05-26",15:55:57,"F",520,"109",125,288,0.128,15.5,75,0.84,0.32,0.367,0.22,0.168,0.747,0.125,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","24-05-26",15:56:17,"F",521,"104",116,424,0.103,18.3,67,0.84,0.245,0.38,0.158,0.259,0.712,0.185,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","24-05-26",15:56:37,"F",522,"102",109,634,0.064,17,68,0.84,0.171,0.481,0.114,0.339,0.699,0.237,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","24-05-26",15:56:57,"F",523,"97",103,829,0.058,20.2,63,0.84,0.15,0.494,0.097,0.417,0.664,0.278,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","24-05-26",15:57:17,"F",524,"83",89,1160,0.067,32.6,52,0.84,0.162,0.532,0.101,0.64,0.568,0.365,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","24-05-26",15:57:37,"F",525,"76",82,1512,0.073,46.4,48,0.84,0.176,0.57,0.111,0.78,0.521,0.406,67,146,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","24-05-26",15:57:46,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","24-05-26",16:01:19,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","24-05-26",16:01:19,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.010, ETRmPot: 16.615 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","24-05-26",16:01:19,"REG2",NA,"#1: alpha: 0.057, ETRm: 38.259, Ik: 665.471   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","24-05-26",16:01:20,"FO",526,"117",215,0,0.456,0,0,0.84,0,0,0,0,0,0,117,215,0.456,"26Apr2024","Control_5","Control",526,538,"complete","complete",1.49,"yes",0.456,"healthy"
"643","24-05-26",16:01:40,"F",527,"134",202,25,0.337,3.5,120,0.84,0.829,0.163,0.742,0.064,0.623,0.04,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","24-05-26",16:02:00,"F",528,"142",200,45,0.29,5.5,125,0.84,0.773,0.235,0.68,0.075,0.66,0.05,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","24-05-26",16:02:20,"F",529,"155",209,66,0.258,7.2,130,0.84,0.684,0.194,0.574,0.029,0.721,0.021,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","24-05-26",16:02:40,"F",530,"161",205,91,0.215,8.2,129,0.84,0.579,0.224,0.464,0.049,0.749,0.036,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","24-05-26",16:03:00,"F",531,"148",183,127,0.191,10.2,119,0.84,0.547,0.347,0.44,0.175,0.688,0.121,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","24-05-26",16:03:20,"F",532,"140",168,192,0.167,13.5,110,0.84,0.483,0.408,0.38,0.28,0.651,0.182,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","24-05-26",16:03:40,"F",533,"132",153,288,0.137,16.6,100,0.84,0.396,0.459,0.3,0.405,0.614,0.249,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","24-05-26",16:04:00,"F",534,"127",145,424,0.124,22.1,98,0.84,0.383,0.52,0.296,0.483,0.591,0.285,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","24-05-26",16:04:20,"F",535,"127",140,634,0.093,24.8,94,0.84,0.283,0.531,0.209,0.536,0.591,0.316,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","24-05-26",16:04:40,"F",536,"119",130,829,0.085,29.6,89,0.84,0.268,0.582,0.2,0.654,0.553,0.362,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","24-05-26",16:05:00,"F",537,"120",128,1160,0.063,30.7,89,0.84,0.205,0.602,0.152,0.68,0.558,0.379,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","24-05-26",16:05:20,"F",538,"119",128,1512,0.07,44.5,86,0.84,0.214,0.571,0.155,0.68,0.553,0.377,117,215,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","24-05-26",16:05:28,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","24-05-26",16:08:49,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","24-05-26",16:08:49,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.009, ETRmPot: 7.991 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","24-05-26",16:08:49,"REG2",NA,"#1: alpha: 0.093, ETRm: 18.298, Ik: 196.066   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","24-05-26",16:08:51,"FO",539,"158",322,0,0.509,0,0,0.84,0,0,0,0,0,0,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","24-05-26",16:09:11,"F",540,"213",305,25,0.302,3.2,166,0.84,0.662,0.152,0.516,0.056,0.661,0.037,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","24-05-26",16:09:31,"F",541,"201",270,45,0.256,4.8,152,0.84,0.585,0.28,0.442,0.193,0.624,0.12,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","24-05-26",16:09:51,"F",542,"194",252,66,0.23,6.4,143,0.84,0.532,0.335,0.392,0.278,0.602,0.168,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","24-05-26",16:10:11,"F",543,"171",217,91,0.212,8.1,124,0.84,0.495,0.433,0.359,0.484,0.531,0.257,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","24-05-26",16:10:31,"F",544,"99",120,127,0.175,9.3,58,0.84,0.339,0.622,0.199,1.683,0.307,0.518,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","24-05-26",16:10:51,"F",545,"82",97,192,0.155,12.5,56,0.84,0.366,0.75,0.25,2.32,0.255,0.59,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","24-05-26",16:11:11,"F",546,"85",99,288,0.141,17.1,58,0.84,0.341,0.75,0.233,2.253,0.264,0.595,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","24-05-26",16:11:31,"F",547,"87",100,424,0.13,23.2,60,0.84,0.325,0.756,0.224,2.22,0.27,0.6,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","24-05-26",16:11:51,"F",548,"92",96,634,0.042,11.2,53,0.84,0.093,0.738,0.054,2.354,0.286,0.672,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","24-05-26",16:12:11,"F",549,"75",75,829,0,0,29,0.84,0,0.72,0,3.293,0.233,0.767,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","24-05-26",16:12:31,"F",550,"46",50,1159,0.08,38.9,22,0.84,0.143,0.829,0.068,5.44,0.143,0.777,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","24-05-26",16:12:51,"F",551,"42",43,1512,0,0,23,0.84,0,0,0,0,0,0,158,322,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","24-05-26",16:12:58,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","24-05-26",16:14:49,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","24-05-26",16:14:49,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 16.782 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","24-05-26",16:14:49,"REG2",NA,"#1: alpha: 0.087, ETRm: 21.907, Ik: 253.152   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","24-05-26",16:14:50,"FO",552,"85",176,0,0.517,0,0,0.84,0,0,0,0,0,0,85,176,0.517,"26Apr2024","PP(A)_1","PP_A_0.01_mgL",552,564,"complete","complete",0.97,"yes",0.517,"healthy"
"677","24-05-26",16:15:10,"F",553,"124",197,25,0.371,3.9,112,0.84,0.859,0.066,0.776,-0.107,0.705,-0.076,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","24-05-26",16:15:30,"F",554,"177",245,45,0.278,5.3,143,0.84,0.667,-0.121,0.539,-0.282,1.006,-0.284,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","24-05-26",16:15:50,"F",555,"160",214,66,0.252,7,120,0.84,0.574,-0.033,0.431,-0.178,0.909,-0.161,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","24-05-26",16:16:10,"F",556,"142",183,91,0.224,8.6,111,0.84,0.569,0.209,0.445,-0.038,0.807,-0.031,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","24-05-26",16:16:30,"F",557,"148",185,127,0.2,10.7,115,0.84,0.529,0.231,0.411,-0.049,0.841,-0.041,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","24-05-26",16:16:50,"F",558,"178",219,192,0.187,15.1,104,0.84,0.357,-0.264,0.209,-0.196,1.011,-0.198,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","24-05-26",16:17:10,"F",559,"156",178,288,0.124,15,109,0.84,0.319,0.242,0.223,-0.011,0.886,-0.01,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","24-05-26",16:17:30,"F",560,"151",168,424,0.101,18,103,0.84,0.262,0.286,0.179,0.048,0.858,0.041,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","24-05-26",16:17:50,"F",561,"144",155,634,0.071,18.9,96,0.84,0.186,0.352,0.124,0.135,0.818,0.111,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","24-05-26",16:18:10,"F",562,"133",142,829,0.063,21.9,96,0.84,0.196,0.495,0.141,0.239,0.756,0.181,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","24-05-26",16:18:30,"F",563,"150",158,1159,0.051,24.8,103,0.84,0.145,0.396,0.1,0.114,0.852,0.097,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","24-05-26",16:18:50,"F",564,"150",156,1512,0.038,24.1,102,0.84,0.111,0.407,0.075,0.128,0.852,0.11,85,176,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","24-05-26",16:18:58,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","24-05-26",16:22:23,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","24-05-26",16:22:23,"REG1",NA,"#1: alpha: 0.123, ETRm: 59.318, Ik: 481.886   ( beta: 0.008, ETRmPot: 75.280 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","24-05-26",16:22:23,"REG2",NA,"#1: alpha: 0.100, ETRm: 58.951, Ik: 587.715   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","24-05-26",16:22:24,"FO",565,"89",188,0,0.527,0,0,0.84,0,0,0,0,0,0,89,188,0.527,"26Apr2024","PP(A)_2","PP_A_0.01_mgL",565,577,"complete","complete",0.48,"yes",0.527,"healthy"
"694","24-05-26",16:22:44,"F",566,"87",146,25,0.404,4.2,72,0.84,0.797,0.253,0.66,0.288,0.463,0.133,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","24-05-26",16:23:04,"F",567,"84",135,45,0.378,7.1,75,0.84,0.85,0.394,0.759,0.393,0.447,0.175,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","24-05-26",16:23:24,"F",568,"88",133,66,0.338,9.4,76,0.84,0.789,0.424,0.681,0.414,0.468,0.194,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","24-05-26",16:23:44,"F",569,"89",129,91,0.31,11.8,74,0.84,0.727,0.444,0.604,0.457,0.473,0.217,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","24-05-26",16:24:04,"F",570,"85",120,127,0.292,15.6,68,0.84,0.673,0.475,0.538,0.567,0.452,0.256,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","24-05-26",16:24:24,"F",571,"85",117,192,0.274,22.1,68,0.84,0.653,0.505,0.522,0.607,0.452,0.274,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","24-05-26",16:24:44,"F",572,"92",116,288,0.207,25,68,0.84,0.5,0.515,0.37,0.621,0.489,0.304,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","24-05-26",16:25:04,"F",573,"88",108,424,0.185,32.9,63,0.84,0.444,0.545,0.318,0.741,0.468,0.347,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","24-05-26",16:25:24,"F",574,"83",100,634,0.17,45.3,57,0.84,0.395,0.566,0.271,0.88,0.441,0.389,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","24-05-26",16:25:44,"F",575,"80",94,829,0.149,51.9,54,0.84,0.35,0.596,0.236,1,0.426,0.425,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","24-05-26",16:26:04,"F",576,"80",91,1160,0.121,59,53,0.84,0.289,0.616,0.191,1.066,0.426,0.453,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","24-05-26",16:26:24,"F",577,"80",88,1511,0.091,57.8,49,0.84,0.205,0.606,0.126,1.136,0.426,0.483,89,188,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","24-05-26",16:26:32,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","24-05-26",16:29:30,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","24-05-26",16:29:30,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.016, ETRmPot: 7.064 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","24-05-26",16:29:30,"REG2",NA,"#1: alpha: 0.060, ETRm: 37.770, Ik: 627.467   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","24-05-26",16:29:32,"FO",578,"35",90,0,0.611,0,0,0.84,0,0,0,0,0,0,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","24-05-26",16:29:52,"F",579,"52",98,25,0.469,4.9,48,0.84,0.92,0.091,0.849,-0.082,0.578,-0.047,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","24-05-26",16:30:12,"F",580,"74",116,45,0.362,6.8,59,0.84,0.737,-0.036,0.588,-0.224,0.822,-0.184,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","24-05-26",16:30:32,"F",581,"92",137,66,0.328,9.1,71,0.84,0.682,-0.2,0.526,-0.343,1.022,-0.35,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","24-05-26",16:30:52,"F",582,"89",121,91,0.264,10.1,67,0.84,0.593,0.018,0.446,-0.256,0.989,-0.253,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","24-05-26",16:31:12,"F",583,"82",105,127,0.219,11.7,58,0.84,0.489,0.145,0.346,-0.143,0.911,-0.13,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","24-05-26",16:31:32,"F",584,"66",66,192,0,0,23,0.84,0,0.218,0,0.364,0.733,0.267,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","24-05-26",16:31:52,"F",585,"68",82,288,0.171,20.7,42,0.84,0.35,0.273,0.216,0.098,0.756,0.073,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","24-05-26",16:32:12,"F",586,"76",85,424,0.106,18.9,51,0.84,0.265,0.382,0.178,0.059,0.844,0.05,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","24-05-26",16:32:32,"F",587,"55",62,634,0.113,30.1,34,0.84,0.25,0.491,0.155,0.452,0.611,0.276,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","24-05-26",16:32:52,"F",588,"43",48,829,0,0,24,0.84,0,0,0,0,0,0,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","24-05-26",16:33:12,"F",589,"43",48,1160,0,0,28,0.84,0,0,0,0,0,0,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","24-05-26",16:33:32,"F",590,"41",44,1512,0,0,22,0.84,0,0,0,0,0,0,35,90,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","24-05-26",16:33:40,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","24-05-26",16:34:22,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","24-05-26",16:34:22,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.058, ETRmPot: 6.994 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","24-05-26",16:34:22,"REG2",NA,"#1: alpha: 0.166, ETRm: 26.604, Ik: 160.149   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","24-05-26",16:34:24,"FO",591,"37",78,0,0.526,0,0,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","24-05-26",16:34:44,"F",592,"42",74,25,0.432,4.5,37,0.84,0.865,0.098,0.762,0.054,0.538,0.03,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","24-05-26",16:35:04,"F",593,"42",67,45,0.373,7,35,0.84,0.781,0.22,0.651,0.164,0.538,0.089,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","24-05-26",16:35:24,"F",594,"40",64,66,0.375,10.4,28,0.84,0.667,0.122,0.467,0.219,0.513,0.112,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","24-05-26",16:35:44,"F",595,"34",53,91,0.358,13.7,26,0.84,0.704,0.341,0.538,0.472,0.436,0.206,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","24-05-26",16:36:04,"F",596,"31",46,126,0,0,24,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","24-05-26",16:36:24,"F",597,"28",41,192,0,0,20,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","24-05-26",16:36:43,"F",598,"27",36,288,0,0,18,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","24-05-26",16:37:03,"F",599,"25",35,424,0,0,14,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","24-05-26",16:37:23,"F",600,"26",33,634,0,0,19,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","24-05-26",16:37:43,"F",601,"26",31,828,0,0,15,0.84,0,0,0,0,0,0,37,78,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","24-05-26",16:38:01,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","24-05-26",16:38:44,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","24-05-26",16:38:44,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 106.471, ETRmPot: - 1338.438 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","24-05-26",16:38:44,"REG2",NA,"#1: alpha: 0.200, ETRm: 100.000, Ik: 500.000   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","24-05-26",16:38:46,"FO",602,"31",55,0,0.436,0,0,0.84,0,0,0,0,0,0,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","24-05-26",16:39:06,"F",603,"36",57,25,0.368,3.9,30,0.84,0.778,-0.125,0.648,-0.035,0.655,-0.023,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","24-05-26",16:39:26,"F",604,"40",63,45,0.365,6.9,33,0.84,0.767,-0.25,0.633,-0.127,0.727,-0.092,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","24-05-26",16:39:46,"F",605,"36",53,66,0.321,8.9,29,0.84,0.708,0,0.57,0.038,0.655,0.024,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","24-05-26",16:40:06,"F",606,"35",54,91,0.352,13.5,26,0.84,0.679,-0.167,0.504,0.019,0.636,0.012,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","24-05-26",16:40:26,"F",607,"35",48,127,0,0,27,0.84,0,0,0,0,0,0,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","24-05-26",16:40:46,"F",608,"37",51,192,0.275,22.2,28,0.84,0.609,0.042,0.461,0.078,0.673,0.052,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","24-05-26",16:41:06,"F",609,"42",54,288,0.222,26.9,27,0.84,0.444,-0.125,0.285,0.019,0.764,0.014,31,55,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
